ENSG chr ENSGStart ENSGEnd O0 O20 O60 O2H O4H O24H N0 N20 N60 N2H N4H N24H
ENSG00000133958 chr14 93333219 93707876 24 13 2 7 9 12 17 9 16 10 19 14
ENSG00000133961 chr14 73275107 73463642 1727 764 1152 1571 1613 2214 1233 949 1987 1522 2365 1752
ENSG00000133962 chr14 91580696 91780707 473 240 180 357 457 330 708 474 873 708 1188 169
ENSG00000133980 chr14 74303069 74360008 7 0 2 1 4 4 6 2 4 2 4 3
ENSG00000133983 chr14 70325081 70359731 502 268 280 279 292 795 938 730 900 496 884 933
ENSG00000133985 chr14 70641787 70675360 675 300 241 268 139 244 691 512 922 551 279 276
ENSG00000133997 chr14 70581257 70600690 1461 896 742 736 618 1530 3147 2199 3302 1767 1594 1678
ENSG00000134001 chr14 67359997 67386516 1131 444 545 1343 2606 5593 1333 964 2579 2975 6657 6956
ENSG00000134007 chr14 70522358 70535015 0 4 6 6 7 17 15 8 32 6 16 8
ENSG00000134013 chr8 23297189 23425328 139 58 65 40 46 507 156 111 206 58 58 237
ENSG00000134014 chr8 28089673 28191156 1096 405 514 908 1456 2845 1160 874 2152 1637 3454 3073
ENSG00000134020 chr8 22713251 23000000 24 11 12 5 2 1 27 19 26 7 1 1
ENSG00000134030 chr18 48539046 48863217 146 78 75 161 414 651 53 42 121 98 291 388
ENSG00000134046 chr18 54151601 54224788 4180 1191 1124 1277 1388 3335 2694 2181 3447 2343 3275 3921
ENSG00000134049 chr18 47152998 47176374 227 73 92 123 210 850 145 106 277 289 461 940
ENSG00000134056 chr5 69217760 69230129 389 145 153 139 145 813 385 281 445 323 316 734
ENSG00000134057 chr5 69167010 69178245 32 25 10 16 25 563 30 35 57 50 63 628
ENSG00000134058 chr5 69234795 69277430 1158 575 491 473 545 1837 1558 1160 1596 718 1160 1616
ENSG00000134070 chr3 10164865 10243743 308 237 519 998 743 425 265 199 563 628 928 201
ENSG00000134107 chr3 4979116 4985323 2255 813 1740 2274 2035 2054 1568 1414 3979 2642 5154 2281
ENSG00000134109 chr3 5187646 5219957 5466 2493 3084 3870 3891 5402 6905 4638 9303 7423 7943 5736
ENSG00000134138 chr15 36889204 37101299 0 2 3 2 0 0 4 5 8 0 2 4
ENSG00000134146 chr15 35217345 35546193 374 225 215 312 465 794 564 448 930 546 1363 825
ENSG00000134152 chr15 34140674 34210096 250 145 378 717 717 1599 402 295 1433 924 1730 1521
ENSG00000134153 chr15 34084017 34101948 1054 420 294 358 516 1304 970 816 1373 1010 1271 1413
ENSG00000134160 chr15 31001061 31161273 6 0 3 0 1 0 2 5 3 1 4 1
ENSG00000134184 chr1 109687814 109709039 2 0 0 0 0 0 138 104 125 93 82 464
ENSG00000134186 chr1 108692323 108701803 2395 1191 1250 1298 1452 2380 3199 2440 4382 2551 3467 2510
ENSG00000134193 chr1 119794018 119811660 9 4 2 1 2 7 1 9 0 1 0 6
ENSG00000134198 chr1 115048011 115089500 150 75 468 331 111 3 235 191 1853 679 333 2
ENSG00000134201 chr1 109712255 109775428 5 2 4 5 0 0 2 1 5 0 5 8
ENSG00000134202 chr1 109733932 109741038 192 50 100 123 150 305 216 191 335 305 330 454
ENSG00000134215 chr1 107571160 107965144 1705 1010 1204 1395 1173 2632 1996 1343 3649 1625 2806 1947
ENSG00000134222 chr1 109279556 109283186 17 1 19 0 0 11 0 1 6 0 1 8
ENSG00000134242 chr1 113813811 113871759 2251 963 2272 3781 3638 1596 2711 2090 8566 9163 16386 2936
ENSG00000134243 chr1 109309568 109397951 148 45 38 39 32 46 9 4 19 16 17 18
ENSG00000134245 chr1 112466541 112530165 3 7 10 12 3 11 11 10 17 6 11 1
ENSG00000134247 chr1 116910057 116990358 40 13 19 25 36 814 48 35 74 31 103 998
ENSG00000134248 chr1 110401249 110407942 1044 328 259 313 373 1377 1052 747 980 1002 1001 1697
ENSG00000134250 chr1 119911553 120069626 2175 815 1320 3210 6558 3677 2043 1678 3707 3633 9613 3413
ENSG00000134253 chr1 117111060 117122587 14 7 12 19 16 10 8 9 30 18 24 22
ENSG00000134255 chr1 111139627 111185102 730 365 452 613 533 1406 1348 983 2178 1411 1557 1271
ENSG00000134256 chr1 117001750 117036476 85 23 24 27 12 47 66 37 58 44 40 73
ENSG00000134262 chr1 113894748 113905201 615 373 561 577 546 1184 1144 881 2240 1357 1353 1209
ENSG00000134265 chr18 10525905 10552761 762 465 605 653 615 1262 1282 1076 2029 1407 1550 1292
ENSG00000134278 chr18 12446512 12658134 75 27 97 150 137 426 71 54 157 78 139 290
ENSG00000134283 chr12 42238447 42459715 6487 3625 3199 2514 2571 4193 10117 7513 10051 4772 5667 3856
ENSG00000134285 chr12 48921518 48926474 1313 476 427 344 591 1657 927 799 851 644 966 1941
ENSG00000134287 chr12 48935723 48957551 1069 278 378 381 581 2127 546 480 855 708 1118 2303
ENSG00000134291 chr12 47963569 47968878 461 80 71 108 82 2456 199 154 245 249 243 2698
ENSG00000134308 chr2 9583972 9631014 4325 2096 2202 2883 3653 10475 4180 3332 6314 4965 9158 17525
ENSG00000134313 chr2 8725278 8837630 1929 1231 1269 1715 1720 2868 3764 2703 5130 3302 3697 2518
ENSG00000134317 chr2 9951693 10002277 11 10 21 22 23 64 26 8 46 34 50 47
ENSG00000134318 chr2 11179761 11348330 544 234 244 440 570 2267 527 397 845 798 1280 2744
ENSG00000134321 chr2 6865806 6898239 67 41 115 348 759 1272 114 65 629 785 2880 227
ENSG00000134324 chr2 11677595 11827409 3058 2138 3071 2768 3384 2580 5920 4631 9364 4185 5175 2807
ENSG00000134326 chr2 6840570 6866635 117 61 55 77 162 291 164 86 264 201 1069 136
ENSG00000134330 chr2 9473658 9496543 1210 428 416 743 762 1076 1540 1127 1865 1406 1861 1149
ENSG00000134333 chr11 18394388 18408425 11366 2794 2800 3741 8033 44765 6552 4965 8974 8716 19939 62970
ENSG00000134339 chr11 18239223 18248643 0 2 0 3 0 1 7 2 8 1 2 0
ENSG00000134352 chr5 55935095 55994993 22575 9961 9879 8587 7485 6670 31449 24210 34533 21188 16648 6562
ENSG00000134363 chr5 53480409 53487134 7 0 6 6 5 14 34 17 55 16 35 21
ENSG00000134369 chr1 201622885 201826969 151 98 80 67 58 91 233 206 288 110 80 125
ENSG00000134371 chr1 193122017 193253901 4626 2416 3028 2870 2664 3761 6614 4631 9700 4959 6461 3402
ENSG00000134375 chr1 201955491 201970661 795 484 548 500 723 2667 1338 1035 1599 1173 1848 2781
ENSG00000134376 chr1 197268204 197478455 18 6 12 5 7 8 28 19 16 12 29 5
ENSG00000134419 chr16 18781295 18790383 48684 10194 8404 9081 10254 16331 19714 19182 21785 26298 20626 15026
ENSG00000134440 chr18 57600656 57622213 1273 795 802 1282 4508 5599 2644 1831 2948 2978 11575 6600
ENSG00000134444 chr18 62187258 62307829 1811 1002 1191 1464 1380 2720 3644 2367 5716 2958 3593 2230
ENSG00000134452 chr10 5890203 5937594 1060 393 520 863 1078 2327 1112 791 2419 1542 2111 2405
ENSG00000134453 chr10 6088987 6117457 3799 1533 1438 2024 2731 5818 4085 3138 5142 3298 7002 6883
ENSG00000134461 chr10 5861617 5889906 67 36 44 59 130 350 133 79 234 102 254 400
ENSG00000134463 chr10 11742366 11764070 19 14 3 6 4 38 43 51 67 19 17 55
ENSG00000134470 chr10 5943639 5978187 265 165 122 320 681 1444 321 249 449 422 1426 1506
ENSG00000134480 chr5 87391494 87413019 5252 2920 3304 2141 1270 1891 7789 5644 10323 4627 3187 2168
ENSG00000134489 chr18 24460629 24479957 6 7 9 28 23 22 14 31 75 74 71 7
ENSG00000134490 chr18 23197144 23437961 158 50 68 76 267 1715 118 80 134 100 524 1107
ENSG00000134504 chr18 26454910 26657401 24 9 8 19 27 167 26 9 61 27 39 149
ENSG00000134508 chr18 23134564 23260467 34 22 94 100 45 224 76 53 224 115 131 312
ENSG00000134516 chr5 169637247 170083382 15495 7584 6360 5046 4776 20970 16191 12458 16621 7073 10599 14302
ENSG00000134531 chr12 13196716 13219939 224 194 905 1371 1045 400 371 285 2331 2175 1103 249
ENSG00000134532 chr12 23529500 23951032 23 29 12 6 7 65 1 8 5 3 0 0
ENSG00000134539 chr12 10226058 10329600 266 109 102 92 106 48 95 83 296 159 273 31
ENSG00000134545 chr12 10442264 10454685 9 6 5 7 3 16 6 14 18 37 36 14
ENSG00000134548 chr12 21526307 21537377 25 11 0 0 0 1 4 8 1 5 7 9
ENSG00000134569 chr11 46856868 46918642 3 1 3 7 0 4 1 1 5 4 3 7
ENSG00000134571 chr11 47331397 47352702 2 0 2 5 9 0 1 1 10 1 0 0
ENSG00000134574 chr11 47214465 47239240 699 403 676 1112 1179 2542 1656 1333 2614 1964 3211 2989
ENSG00000134575 chr11 47239302 47248906 219 106 206 256 242 706 413 251 799 442 445 890
ENSG00000134590 chrX 135032366 135033546 115 27 24 31 33 246 40 35 63 44 38 296
ENSG00000134594 chrX 130171649 130184870 109 39 32 23 18 213 113 97 165 101 84 155
ENSG00000134597 chrX 130401969 130413343 535 155 170 166 158 594 434 404 680 411 359 608
ENSG00000134602 chrX 132023265 132075943 2457 1263 1148 1178 1792 2737 3728 2672 4121 2683 4969 3242
ENSG00000134627 chr11 94543840 94621421 103 25 34 29 31 40 44 54 139 73 34 34
ENSG00000134644 chr1 30931506 31065991 9589 5571 5407 6266 7580 6862 13542 10370 16597 8997 15353 6173
ENSG00000134686 chr1 33323623 33431052 1649 642 591 633 820 924 1692 1288 1843 1170 1805 1265
ENSG00000134690 chr1 37692418 37709719 25 10 10 19 7 387 21 14 24 11 9 407
ENSG00000134697 chr1 37566816 37595935 955 420 666 1597 3037 4821 1212 998 2425 3222 7996 5701
ENSG00000134698 chr1 35808172 35857890 1091 545 456 417 285 276 977 770 1021 515 466 266
ENSG00000134709 chr1 59814786 59876378 503 360 284 310 429 810 1189 836 1136 756 1621 790
ENSG00000134716 chr1 59893308 59926790 1 0 2 3 5 15 3 0 22 11 8 23
ENSG00000134717 chr1 52056125 52090716 1061 548 598 666 936 1660 1566 1200 2238 1684 2630 1765
ENSG00000134744 chr1 52408282 52553487 8515 5672 4835 3897 2666 3186 15373 11495 16762 7884 6367 3223
ENSG00000134748 chr1 52404564 52420839 1188 706 766 849 890 2553 1879 1390 2645 2021 2321 3235
ENSG00000134758 chr18 32091855 32131561 6268 3181 2385 1435 1628 2794 6821 5338 6980 3378 3417 3317
ENSG00000134759 chr18 36129444 36180556 5243 3121 2784 2147 2286 3566 10480 6907 9506 4208 4941 3303
ENSG00000134765 chr18 31129236 31162856 74 26 11 4 2 0 101 80 90 56 30 1
ENSG00000134769 chr18 34493290 34891844 15 5 19 12 12 3 8 5 10 4 6 4
ENSG00000134775 chr18 36297714 36780055 4 7 4 1 3 1 2 0 11 2 0 4
ENSG00000134779 chr18 36777647 36829216 995 239 260 305 332 1678 545 517 925 578 724 1914
ENSG00000134780 chr11 61680433 61747001 32 10 37 48 64 27 18 19 48 16 34 41
ENSG00000134802 chr11 57406954 57427580 172 97 144 394 1671 7708 176 108 230 237 2576 8162
ENSG00000134809 chr11 57528463 57530803 157 50 70 107 283 809 153 152 229 274 702 1006
ENSG00000134815 chr19 47349281 47382704 418 176 260 574 962 1518 299 284 826 746 1533 1822
ENSG00000134824 chr11 61792980 61867354 58 9 10 4 6 234 135 64 159 83 63 1254
ENSG00000134825 chr11 61768501 61792802 1064 277 252 304 488 1723 717 571 896 828 925 1915
ENSG00000134827 chr11 59852800 59866575 57 4 3 7 0 1 0 0 2 3 3 9
ENSG00000134830 chr19 47332147 47347327 24 25 13 25 9 3 4 6 5 2 2 0
ENSG00000134851 chr4 55395957 55453397 973 550 815 1269 1510 3465 1411 1051 2983 1737 2775 3279
ENSG00000134852 chr4 55427903 55547138 561 223 260 438 806 1972 538 391 976 816 1546 1744
ENSG00000134853 chr4 54229097 54298247 1 1 2 1 4 2 4 2 5 0 1 0
ENSG00000134864 chr13 100530164 100589528 43 14 9 23 36 25 51 40 85 48 87 83
ENSG00000134873 chr13 95433604 95579759 1 1 0 5 0 0 3 1 7 1 5 0
ENSG00000134874 chr13 95578202 95644703 0 0 1 0 1 0 0 5 2 0 1 3
ENSG00000134882 chr13 99200774 99386434 7870 4689 3953 3329 2715 4697 12076 8488 12360 5236 6375 3296
ENSG00000134884 chr13 106541673 106568164 4529 2086 1682 1642 2042 2625 4897 3673 5716 3359 4694 2554
ENSG00000134899 chr13 102844844 102876001 3248 1389 1138 853 551 1259 4697 3591 4842 2044 1424 1301
ENSG00000134900 chr13 102597003 102679958 10113 6105 5058 3149 2694 5644 18738 13540 18274 6397 6446 5708
ENSG00000134901 chr13 102784281 102799007 3 4 1 9 4 73 17 8 25 4 10 125
ENSG00000134905 chr13 110641412 110713603 1344 627 675 1050 1261 3117 2299 1673 2918 1984 2914 3727
ENSG00000134909 chr11 128965060 129279324 555 261 344 409 406 795 473 319 735 421 1052 528
ENSG00000134910 chr11 125591712 125625215 1094 532 638 1073 1680 3910 1612 1216 2927 2073 3481 6378
ENSG00000134954 chr11 128458761 128587558 35412 10088 11586 11225 7734 10231 26405 20709 45933 26727 18019 11962
ENSG00000134955 chr11 125063067 125090312 37 12 51 86 91 12 5 1 5 6 18 4
ENSG00000134962 chr4 39406853 39451536 11 2 1 1 0 4 2 2 4 1 1 1
ENSG00000134970 chr5 115613508 115632992 1430 494 423 384 424 880 1424 1010 1456 1176 1279 1124
ENSG00000134982 chr5 112707498 112846239 1458 794 913 1194 900 2053 2304 1757 3497 2068 1741 1470
ENSG00000134986 chr5 111662621 111997464 140 46 40 59 60 346 64 57 71 77 155 575
ENSG00000134987 chr5 111091716 111130502 821 536 625 1264 2477 5747 2106 1520 3198 3258 8454 6766
ENSG00000134996 chr9 75088543 75147265 1404 412 603 582 521 2047 936 741 1971 1085 1121 1653
ENSG00000135002 chr9 76385517 76394517 175 73 63 69 120 402 219 160 296 217 437 575
ENSG00000135018 chr9 83659963 83708203 7896 3618 3177 3255 3288 6740 9320 7187 10352 6720 7253 8198
ENSG00000135040 chr9 85941146 86022298 1676 1126 1152 1097 896 2101 2951 2057 4082 1919 1864 1702
ENSG00000135045 chr9 74946581 74952886 70 22 11 20 41 217 91 74 86 62 84 247
ENSG00000135046 chr9 73151757 73170393 11547 6740 9123 10332 9439 873 16253 12244 32325 26748 20681 749
ENSG00000135047 chr9 87725519 87731393 16 29 61 223 760 1546 38 46 95 107 283 359
ENSG00000135048 chr9 71683366 71816690 10482 5349 6412 7771 7515 3709 16983 12750 25623 15020 20083 5864
ENSG00000135052 chr9 86026146 86100173 40 14 11 15 11 45 18 20 37 16 19 55
ENSG00000135063 chr9 69324572 69392455 3 4 1 0 1 1 1 3 0 6 1 0
ENSG00000135069 chr9 78297143 78330093 22 29 19 151 1490 1532 23 34 46 682 5506 2502
ENSG00000135070 chr9 86264546 86283102 1878 857 575 422 347 939 1904 1657 2333 1284 1280 1074
ENSG00000135074 chr5 157395534 157575775 1603 793 3654 9916 9881 4718 1030 806 4613 5797 14430 2481
ENSG00000135077 chr5 157085832 157142869 182 122 164 256 240 402 147 132 145 123 110 159
ENSG00000135083 chr5 160251652 160345396 64 8 20 9 3 7 4 0 7 1 4 2
ENSG00000135090 chr12 118149801 118372945 3313 1528 1551 1721 1472 4769 2973 2461 3811 2189 3343 3757
ENSG00000135093 chr12 109023089 109088026 1916 544 412 242 129 319 1402 1289 1058 444 190 326
ENSG00000135108 chr12 117141988 117190531 3118 1874 1900 1728 1632 1745 5724 4234 6695 3136 3468 1729
ENSG00000135114 chr12 121019111 121039242 803 859 2515 2732 1668 194 1495 1282 7856 4890 4803 139
ENSG00000135119 chr12 116738178 116853631 127 44 51 53 50 631 109 92 123 64 114 425
ENSG00000135124 chr12 121209857 121234106 985 498 708 631 771 1203 1142 955 1451 714 920 989
ENSG00000135127 chr12 119989869 120094494 2464 2343 9158 14457 15121 7261 8200 6193 32873 19755 33216 5035
ENSG00000135144 chr12 113056709 113098028 136 42 64 48 23 156 71 56 71 36 22 182
ENSG00000135148 chr12 112125501 112153609 1136 386 396 430 901 1691 1108 874 1688 859 2236 1559
ENSG00000135164 chr7 87152361 87196337 3308 1502 1921 2056 1312 3478 4621 3321 7552 4084 3328 3418
ENSG00000135185 chr7 87196160 87220587 3686 2008 1669 1490 1316 1599 5350 3606 5112 2382 3070 1325
ENSG00000135205 chr7 77122434 77329533 279 219 90 49 36 95 511 393 389 163 145 67
ENSG00000135211 chr7 77793728 77798580 67 26 28 47 66 101 70 59 182 121 148 131
ENSG00000135218 chr7 80369575 80679277 652 195 85 19 25 34 1 4 14 0 6 14
ENSG00000135241 chr7 108470422 108569666 4255 2535 2039 1125 904 1007 5413 3934 5044 2111 1389 522
ENSG00000135245 chr7 128455849 128458418 17 9 13 18 42 174 9 14 21 23 52 218
ENSG00000135248 chr7 128709061 128731743 1 2 0 1 1 7 2 3 4 0 2 0
ENSG00000135249 chr7 105532085 105567677 950 759 797 799 709 1245 2392 1726 2939 1698 2041 1788
ENSG00000135250 chr7 105110704 105399308 5515 3875 3148 3364 2920 5814 7440 5272 8991 4158 5375 3523
ENSG00000135253 chr7 128862451 128910719 67 18 19 11 13 25 4 5 5 5 2 10
ENSG00000135269 chr7 116210493 116258783 3399 1793 2507 3291 2272 1813 4727 3479 7514 5262 4885 1501
ENSG00000135272 chr7 114922154 115019916 2680 1165 1621 5851 10193 6884 2834 2100 5994 4482 16737 5706
ENSG00000135297 chr6 73461578 73509236 1323 633 846 1023 896 1688 1758 1260 3009 1997 2412 1679
ENSG00000135298 chr6 68635367 69389511 3 4 7 4 3 2 2 1 7 3 3 0
ENSG00000135299 chr6 89433170 89633834 263 147 116 156 150 307 287 239 326 156 434 222
ENSG00000135314 chr6 73241314 73310365 32 9 16 6 15 146 26 8 48 11 13 66
ENSG00000135315 chr6 84124241 84227635 163 59 128 169 155 659 141 136 568 388 400 506
ENSG00000135316 chr6 85607785 85643792 3969 2014 1967 2911 5848 12664 5591 4095 7309 6335 15235 16460
ENSG00000135317 chr6 85505496 85594156 1252 622 689 950 806 2105 1685 1169 2864 1927 2135 1796
ENSG00000135318 chr6 85449584 85495791 111 24 126 735 1481 199 47 38 371 835 2514 333
ENSG00000135334 chr6 87675072 87702209 2732 1094 974 939 1105 1194 2374 1992 2695 1651 1830 925
ENSG00000135336 chr6 87590067 87667453 615 358 388 422 288 2193 1067 771 1699 955 1003 2050
ENSG00000135338 chr6 79484991 79537458 6 4 9 4 4 17 8 6 39 20 6 27
ENSG00000135341 chr6 90513573 90587045 1371 780 941 1391 1334 2683 2294 1663 3838 2417 3464 2375
ENSG00000135362 chr11 36296288 36465204 292 72 167 738 1215 1159 140 134 704 450 1270 564
ENSG00000135363 chr11 33858576 33892289 182 29 37 23 15 4 23 21 28 13 8 4
ENSG00000135365 chr11 45929323 46121178 5035 2904 2575 2086 1256 2093 6724 5103 8020 3289 2616 1694
ENSG00000135372 chr11 34105602 34147670 1411 886 897 1751 4131 6803 2911 2210 3797 3329 9494 10422
ENSG00000135378 chr11 32829943 32858123 24 3 13 25 23 29 7 4 34 39 51 30
ENSG00000135387 chr11 34051683 34101156 5890 2296 1936 3256 6091 14237 5827 4354 6347 6095 13082 20767
ENSG00000135390 chr12 53632726 53677408 6303 1433 1159 1053 1193 3141 3621 3141 3423 2611 2773 5159
ENSG00000135392 chr12 55820960 55830824 496 178 181 203 253 1042 443 390 653 462 573 971
ENSG00000135407 chr12 57797376 57818704 54 26 71 68 72 34 85 41 319 176 146 23
ENSG00000135409 chr12 53423855 53431534 0 2 5 0 0 2 9 1 0 0 0 0
ENSG00000135414 chr12 55743280 55757278 70 44 80 64 62 375 122 81 172 125 137 458
ENSG00000135423 chr12 56470944 56488414 40 5 20 18 10 88 31 33 51 12 20 157
ENSG00000135424 chr12 55684568 55716043 6 1 8 5 16 25 19 19 19 3 26 24
ENSG00000135426 chr12 54948018 54984746 6037 2984 4721 5749 5852 5408 9553 7248 16298 10336 16124 6215
ENSG00000135436 chr12 49582885 49605639 5 3 6 16 32 29 11 6 15 19 112 20
ENSG00000135437 chr12 55720367 55724705 25 6 14 9 11 47 26 34 72 20 60 31
ENSG00000135439 chr12 57723761 57742157 788 320 461 430 278 1199 747 575 1340 816 622 1679
ENSG00000135441 chr12 55716037 55720087 95 21 34 36 27 218 80 92 103 72 72 237
ENSG00000135446 chr12 57747727 57756013 457 79 154 368 1658 9481 381 283 487 840 3351 10372
ENSG00000135451 chr12 49323236 49331731 35 5 2 0 0 351 22 15 12 3 8 311
ENSG00000135452 chr12 57738013 57750211 158 70 106 138 169 519 164 126 354 375 521 421
ENSG00000135454 chr12 57623410 57633355 0 0 0 0 0 45 0 0 1 1 0 73
ENSG00000135457 chr12 51093663 51173134 499 265 524 1103 1052 3278 647 528 2241 1611 2291 2736
ENSG00000135469 chr12 56266858 56270966 213 91 123 195 197 151 218 268 591 387 413 203
ENSG00000135473 chr12 56316223 56334053 490 306 394 446 302 305 1239 994 1616 873 815 511
ENSG00000135476 chr12 53268299 53293643 32 29 26 92 119 883 44 48 139 142 464 1273
ENSG00000135480 chr12 52232520 52252186 4 0 1 1 2 8 1 0 0 6 3 9
ENSG00000135486 chr12 54280193 54287088 43773 12292 10803 8962 12026 39782 29865 24154 32332 23778 31822 49386
ENSG00000135503 chr12 51951667 51997078 727 330 372 395 462 665 936 744 984 564 872 641
ENSG00000135519 chr12 49539157 49558308 46 39 31 29 6 30 56 62 160 35 44 50
ENSG00000135521 chr6 143843344 143863812 753 373 385 548 1164 2936 1395 946 1560 1293 3055 3338
ENSG00000135535 chr6 109366514 109382457 3907 1754 1660 1753 2247 6694 5232 4058 6746 6076 8870 6779
ENSG00000135537 chr6 108294894 108526796 178 80 93 135 188 440 189 177 451 295 405 318
ENSG00000135540 chr6 138422043 138692571 28 24 35 38 26 113 17 17 59 36 34 83
ENSG00000135541 chr6 135283532 135497776 1099 1014 2112 3146 2373 3876 2239 1709 5382 4125 5785 3297
ENSG00000135547 chr6 125747664 125761269 3 4 3 14 5 0 7 13 43 18 16 0
ENSG00000135549 chr6 122471917 122726373 40 14 22 16 8 25 56 47 101 24 41 32
ENSG00000135587 chr6 109440763 109443919 339 182 222 182 258 381 452 380 881 455 507 468
ENSG00000135596 chr6 109444062 109465968 1469 799 1033 1282 946 580 2497 1966 4277 2354 2670 505
ENSG00000135597 chr6 138903493 138988261 4300 2174 1752 1761 1594 2758 5592 4078 5509 2916 3336 3701
ENSG00000135604 chr6 144150526 144188370 1305 708 766 1346 1920 1188 866 614 1579 1087 3244 841
ENSG00000135605 chr4 48135783 48269864 215 140 125 127 71 174 300 173 348 152 140 198
ENSG00000135617 chr2 73228006 73233238 46 8 27 26 74 311 47 38 68 53 179 335
ENSG00000135624 chr2 73233420 73253021 2082 614 693 1191 2957 12819 1480 1077 2312 2592 7021 20395
ENSG00000135625 chr2 73290929 73293705 2 4 174 205 111 15 3 4 451 456 202 15
ENSG00000135631 chr2 73073382 73156721 416 163 166 131 155 380 395 293 463 219 195 269
ENSG00000135632 chr2 73214222 73227237 537 245 234 469 982 1810 1055 747 1218 937 2185 1966
